number,value,datetime_start,datetime_complete,duration,params_xgb_colsample_bytree,params_xgb_learning_rate,params_xgb_max_depth,params_xgb_min_child_weight,params_xgb_n_estimators,params_xgb_reg_alpha,params_xgb_reg_lambda,params_xgb_subsample,user_attrs_feature_level,state
76,-0.0003084430256588,2025-12-04 20:09:47.779665,2025-12-04 20:09:59.277055,0 days 00:00:11.497390,0.41493975677876654,0.005652817304704795,4,19,342,0.8567050475756846,4.468030627686923,0.7195826741207317,advanced,COMPLETE
77,-0.000574344063657195,2025-12-04 20:09:59.278054,2025-12-04 20:10:18.441432,0 days 00:00:19.163378,0.3656555365688676,0.0042876026042121046,4,18,681,0.8734764683216732,3.191700358973236,0.7645902076866268,extensive,COMPLETE
78,0.0005577312231706729,2025-12-04 20:10:18.442432,2025-12-04 20:10:29.864156,0 days 00:00:11.421724,0.3230846867045536,0.002822516521762467,5,19,441,0.4169407646233081,6.3930192987577,0.7030373237046756,medium,COMPLETE
79,-0.0021578864603665573,2025-12-04 20:10:29.865155,2025-12-04 20:10:54.901932,0 days 00:00:25.036777,0.3193883518075785,0.0027532470673657214,5,19,619,0.19352139018101744,3.3925861635484105,0.795331939884081,advanced,COMPLETE
80,-0.0016239784154046255,2025-12-04 20:10:54.903940,2025-12-04 20:11:14.978913,0 days 00:00:20.074973,0.3307078013364748,0.004700162808291714,5,18,474,0.4803229962448724,4.920635820394905,0.7087512929904464,extensive,COMPLETE
81,-4.4717171463481975e-05,2025-12-04 20:11:14.979416,2025-12-04 20:11:21.514095,0 days 00:00:06.534679,0.4044244949789009,0.003324706136153333,4,20,281,0.7704006551320748,6.801009623932488,0.7411375685145023,medium,COMPLETE
82,0.00017458291677485693,2025-12-04 20:11:21.515651,2025-12-04 20:11:37.233981,0 days 00:00:15.718330,0.4000117639570395,0.003495585450881859,6,20,301,0.6427589113240015,8.450016269907607,0.7320754243692521,advanced,COMPLETE
83,-0.0018572104541838552,2025-12-04 20:11:37.234986,2025-12-04 20:12:04.472553,0 days 00:00:27.237567,0.4031180855643935,0.0032568319878832656,6,20,462,0.3783567113691586,8.560138535032522,0.7308252867976861,extensive,COMPLETE
84,0.00024382832463243354,2025-12-04 20:12:04.473557,2025-12-04 20:12:13.633654,0 days 00:00:09.160097,0.3580424134050359,0.0029629769615437656,6,20,310,0.6537094330886356,9.747257290783041,0.7408072575181932,medium,COMPLETE
85,0.00010154705351572701,2025-12-04 20:12:13.635160,2025-12-04 20:12:28.351583,0 days 00:00:14.716423,0.3575690758766152,0.0029052853103975515,6,20,298,0.6499110647768865,12.129784492351666,0.7443102090169299,advanced,COMPLETE
86,-0.0007447894676670211,2025-12-04 20:12:28.352584,2025-12-04 20:13:01.079575,0 days 00:00:32.726991,0.3558048636857755,0.002023681850506033,6,20,584,0.14362094029813072,11.97163756994551,0.6906586045481252,extensive,COMPLETE
87,0.0003071613650705111,2025-12-04 20:13:01.081575,2025-12-04 20:13:09.459715,0 days 00:00:08.378140,0.3696493913298611,0.0029700831590457268,6,20,265,0.6273523662222661,9.28778461640565,0.7423537115303305,medium,COMPLETE
88,5.5537921883397345e-05,2025-12-04 20:13:09.460715,2025-12-04 20:13:23.031959,0 days 00:00:13.571244,0.38129932630125657,0.002813323894010281,6,20,255,0.6407253244528247,9.764420557571668,0.7403958992394206,advanced,COMPLETE
89,-0.0011778394895845719,2025-12-04 20:13:23.033462,2025-12-04 20:13:59.106681,0 days 00:00:36.073219,0.374856455089326,0.002955681799374672,6,20,794,0.5839060500610235,7.751485018870997,0.7405066100898576,extensive,COMPLETE
90,0.0006154916165617882,2025-12-04 20:13:59.107685,2025-12-04 20:14:09.515836,0 days 00:00:10.408151,0.32127726160274805,0.0024837191399781798,6,20,291,0.2846440603636923,9.664957874767879,0.711826548954638,medium,COMPLETE
91,0.0001661048849573484,2025-12-04 20:14:09.517836,2025-12-04 20:14:22.911381,0 days 00:00:13.393545,0.30118065717316184,0.0026042299188474734,6,20,289,0.6715472224948029,9.998084090235372,0.7123534540504308,advanced,COMPLETE
92,-4.666593596673133e-05,2025-12-04 20:14:22.912886,2025-12-04 20:14:37.056724,0 days 00:00:14.143838,0.30386104369430944,0.002589938084762288,6,19,204,0.23621757941936966,9.66308850298806,0.6670842144281431,extensive,COMPLETE
93,0.0003818508325629244,2025-12-04 20:14:37.057229,2025-12-04 20:14:49.833513,0 days 00:00:12.776284,0.31665015455540696,0.0016577644784275107,7,20,308,0.08560974060739013,16.337735861551728,0.7140372874205886,medium,COMPLETE
94,-0.0004655085712202596,2025-12-04 20:14:49.835518,2025-12-04 20:15:22.057501,0 days 00:00:32.221983,0.32009385158669473,0.0015999824447301535,7,20,537,0.06649166662262251,16.789288309967706,0.7107067704255512,advanced,COMPLETE
95,-0.0018413039900323873,2025-12-04 20:15:22.059500,2025-12-04 20:16:08.558157,0 days 00:00:46.498657,0.33304892790845864,0.0024148111234496483,7,19,691,0.26967556241115137,13.798123602684212,0.6896442642457987,extensive,COMPLETE
96,0.00047814084407856355,2025-12-04 20:16:08.559156,2025-12-04 20:16:22.586291,0 days 00:00:14.027135,0.3469875087210743,0.002087739681957562,6,18,458,0.4256167058008325,10.960975826388136,0.6561598110773209,medium,COMPLETE
97,0.00030757481030111816,2025-12-04 20:16:22.587297,2025-12-04 20:16:46.832757,0 days 00:00:24.245460,0.35020346175690825,0.0020477501292256845,6,18,491,0.4463384545968042,10.961655624230438,0.6672018146956465,advanced,COMPLETE
98,0.00021531421007621918,2025-12-04 20:16:46.835263,2025-12-04 20:17:19.049404,0 days 00:00:32.214141,0.35061649733978195,0.0012094571095911664,6,17,626,0.41127472547456856,10.974167345814173,0.6565551000200658,extensive,COMPLETE
99,0.0005101605881312476,2025-12-04 20:17:19.050907,2025-12-04 20:17:37.187306,0 days 00:00:18.136399,0.3449160406150239,0.0012051727501573547,6,17,602,0.38194064631328406,15.485551612288042,0.6204737170371749,medium,COMPLETE
