number,value,datetime_start,datetime_complete,duration,user_attrs_feature_level,state
193,-441600454.5746885,2025-12-07 16:02:40.420038,2025-12-07 16:02:43.066092,0 days 00:00:02.646054,advanced,COMPLETE
194,-441600454.5746885,2025-12-07 16:02:43.066092,2025-12-07 16:02:45.581902,0 days 00:00:02.515810,advanced,COMPLETE
195,-441600454.5746885,2025-12-07 16:02:45.581902,2025-12-07 16:02:48.211293,0 days 00:00:02.629391,advanced,COMPLETE
196,-441600454.5746885,2025-12-07 16:02:48.211293,2025-12-07 16:02:50.798286,0 days 00:00:02.586993,advanced,COMPLETE
197,-441600454.5746885,2025-12-07 16:02:50.800116,2025-12-07 16:02:53.348530,0 days 00:00:02.548414,advanced,COMPLETE
198,-441600454.5746885,2025-12-07 16:02:53.348530,2025-12-07 16:02:55.766561,0 days 00:00:02.418031,advanced,COMPLETE
199,-441600454.5746885,2025-12-07 16:02:55.766561,2025-12-07 16:02:58.259615,0 days 00:00:02.493054,advanced,COMPLETE
200,-441600454.5746885,2025-12-07 16:02:58.259615,2025-12-07 16:03:00.727713,0 days 00:00:02.468098,advanced,COMPLETE
201,-441600454.5746885,2025-12-07 16:03:00.727713,2025-12-07 16:03:03.226477,0 days 00:00:02.498764,advanced,COMPLETE
202,-441600454.5746885,2025-12-07 16:03:03.226477,2025-12-07 16:03:05.727091,0 days 00:00:02.500614,advanced,COMPLETE
203,-441600454.5746885,2025-12-07 16:03:05.727091,2025-12-07 16:03:08.243792,0 days 00:00:02.516701,advanced,COMPLETE
204,-441600454.5746885,2025-12-07 16:03:08.243792,2025-12-07 16:03:10.739469,0 days 00:00:02.495677,advanced,COMPLETE
